"","Groupe","Cocktail","Ingrédients","Recette","Images"
"393","cocktails-au-rhum","punch-exotique","100 cl de rhum blanc","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"394","cocktails-au-rhum","punch-exotique","100 cl de jus de pamplemousses","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"395","cocktails-au-rhum","punch-exotique","100 cl de jus de fruits exotiques","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"396","cocktails-au-rhum","punch-exotique","2 gousses de vanille","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"397","cocktails-au-rhum","punch-exotique","40 cl de rhum ambré","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"398","punchs-et-sangrias","soupe-angevine","75 cl de vin mousseux","
			Réalisez la recette ""Soupe Angevine"" dans un grand récipient.		 
			Préparation au dernier moment. L'ensemble des ingrédients doit être stocké au frais. Mélanger doucement les ingrédients dans une grande coupe à punch ou dans un saladier. Servez à la louche.		 
			Servir dans un verre de type ""flûte"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180705/80335_w512h384c1cx1537cy1158.jpg"
"399","punchs-et-sangrias","soupe-angevine","10 cl de jus de citrons","
			Réalisez la recette ""Soupe Angevine"" dans un grand récipient.		 
			Préparation au dernier moment. L'ensemble des ingrédients doit être stocké au frais. Mélanger doucement les ingrédients dans une grande coupe à punch ou dans un saladier. Servez à la louche.		 
			Servir dans un verre de type ""flûte"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180705/80335_w512h384c1cx1537cy1158.jpg"
"400","punchs-et-sangrias","soupe-angevine","10 cl de sirop de sucre de canne","
			Réalisez la recette ""Soupe Angevine"" dans un grand récipient.		 
			Préparation au dernier moment. L'ensemble des ingrédients doit être stocké au frais. Mélanger doucement les ingrédients dans une grande coupe à punch ou dans un saladier. Servez à la louche.		 
			Servir dans un verre de type ""flûte"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180705/80335_w512h384c1cx1537cy1158.jpg"
"401","punchs-et-sangrias","soupe-angevine","10 cl de triple sec (cointreau, grand marnier)","
			Réalisez la recette ""Soupe Angevine"" dans un grand récipient.		 
			Préparation au dernier moment. L'ensemble des ingrédients doit être stocké au frais. Mélanger doucement les ingrédients dans une grande coupe à punch ou dans un saladier. Servez à la louche.		 
			Servir dans un verre de type ""flûte"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180705/80335_w512h384c1cx1537cy1158.jpg"
"402","cocktails-au-rhum","punch-planteur","2 pincées de noix de muscade râpée","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"403","cocktails-au-rhum","punch-planteur","10 cl de sirop de sucre de canne","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"404","cocktails-au-rhum","punch-planteur","1 l de jus d'ananas","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"405","cocktails-au-rhum","punch-planteur","1 l de jus d'oranges","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"406","cocktails-au-rhum","punch-planteur","1 l de jus de goyaves","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"407","cocktails-au-rhum","punch-planteur","1 l de rhum blanc","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"408","cocktails-au-rhum","punch-planteur","2 pincées de cannelle en poudre","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"409","cocktails-au-rhum","punch-planteur","1 citron vert","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"410","cocktails-au-rhum","punch-planteur","2 vanille","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"411","cocktails-au-rhum","planteur-martiniquais","5 l de jus de goyaves","
			Réalisez la recette ""Planteur martiniquais"" directement dans le verre.		 
			Tout verser tel quel dans une bassine. Servir à la louche dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche d'orange sur le bord du verre.		","https://assets.afcdn.com/recipe/20181127/84316_w512h384c1cx1322cy2100.jpg"
"412","cocktails-au-rhum","planteur-martiniquais","5 l de fruit de la passion (maracuja)","
			Réalisez la recette ""Planteur martiniquais"" directement dans le verre.		 
			Tout verser tel quel dans une bassine. Servir à la louche dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche d'orange sur le bord du verre.		","https://assets.afcdn.com/recipe/20181127/84316_w512h384c1cx1322cy2100.jpg"
"413","cocktails-au-rhum","planteur-martiniquais","3 l de jus d'oranges","
			Réalisez la recette ""Planteur martiniquais"" directement dans le verre.		 
			Tout verser tel quel dans une bassine. Servir à la louche dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche d'orange sur le bord du verre.		","https://assets.afcdn.com/recipe/20181127/84316_w512h384c1cx1322cy2100.jpg"
"414","cocktails-au-rhum","planteur-martiniquais","3 l de cocktails de fruits","
			Réalisez la recette ""Planteur martiniquais"" directement dans le verre.		 
			Tout verser tel quel dans une bassine. Servir à la louche dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche d'orange sur le bord du verre.		","https://assets.afcdn.com/recipe/20181127/84316_w512h384c1cx1322cy2100.jpg"
"415","cocktails-au-rhum","planteur-martiniquais","3 l de jus d'ananas","
			Réalisez la recette ""Planteur martiniquais"" directement dans le verre.		 
			Tout verser tel quel dans une bassine. Servir à la louche dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche d'orange sur le bord du verre.		","https://assets.afcdn.com/recipe/20181127/84316_w512h384c1cx1322cy2100.jpg"
"416","cocktails-au-rhum","planteur-martiniquais","100 cl de sirop de sucre de canne","
			Réalisez la recette ""Planteur martiniquais"" directement dans le verre.		 
			Tout verser tel quel dans une bassine. Servir à la louche dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche d'orange sur le bord du verre.		","https://assets.afcdn.com/recipe/20181127/84316_w512h384c1cx1322cy2100.jpg"
"417","cocktails-au-rhum","planteur-martiniquais","4 l de rhum blanc","
			Réalisez la recette ""Planteur martiniquais"" directement dans le verre.		 
			Tout verser tel quel dans une bassine. Servir à la louche dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche d'orange sur le bord du verre.		","https://assets.afcdn.com/recipe/20181127/84316_w512h384c1cx1322cy2100.jpg"
"418","cocktails-au-rhum","planteur-martiniquais"," Essence de vanille, d'amande amère et de la muscade","
			Réalisez la recette ""Planteur martiniquais"" directement dans le verre.		 
			Tout verser tel quel dans une bassine. Servir à la louche dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche d'orange sur le bord du verre.		","https://assets.afcdn.com/recipe/20181127/84316_w512h384c1cx1322cy2100.jpg"
"419","punchs-et-sangrias","mojito-punch","20 menthe","
			Réalisez la recette ""Mojito Punch"" dans un grand récipient.		 
			Recette pour 10 personnes.
Déposer les feuilles des branches de menthe dans un saladier. Verser le jus des citrons pressés, le sucre et le rhum. Ecraser le tout au pilon (sans broyer les feuilles de menthe).
Servir à la louche, ajouter quelques glaçons dans le verre et complétez  d'eau gazeuse fraîche.		 
			Servir dans un verre de type """".		",NA
"420","punchs-et-sangrias","mojito-punch","15 cl de sirop de sucre de canne","
			Réalisez la recette ""Mojito Punch"" dans un grand récipient.		 
			Recette pour 10 personnes.
Déposer les feuilles des branches de menthe dans un saladier. Verser le jus des citrons pressés, le sucre et le rhum. Ecraser le tout au pilon (sans broyer les feuilles de menthe).
Servir à la louche, ajouter quelques glaçons dans le verre et complétez  d'eau gazeuse fraîche.		 
			Servir dans un verre de type """".		",NA
"421","punchs-et-sangrias","mojito-punch","6 citrons verts","
			Réalisez la recette ""Mojito Punch"" dans un grand récipient.		 
			Recette pour 10 personnes.
Déposer les feuilles des branches de menthe dans un saladier. Verser le jus des citrons pressés, le sucre et le rhum. Ecraser le tout au pilon (sans broyer les feuilles de menthe).
Servir à la louche, ajouter quelques glaçons dans le verre et complétez  d'eau gazeuse fraîche.		 
			Servir dans un verre de type """".		",NA
"422","punchs-et-sangrias","mojito-punch","50 cl de rhum cubain (havana club, bacardi)","
			Réalisez la recette ""Mojito Punch"" dans un grand récipient.		 
			Recette pour 10 personnes.
Déposer les feuilles des branches de menthe dans un saladier. Verser le jus des citrons pressés, le sucre et le rhum. Ecraser le tout au pilon (sans broyer les feuilles de menthe).
Servir à la louche, ajouter quelques glaçons dans le verre et complétez  d'eau gazeuse fraîche.		 
			Servir dans un verre de type """".		",NA
"423","punchs-et-sangrias","mojito-punch","1 cl d'angostura bitters","
			Réalisez la recette ""Mojito Punch"" dans un grand récipient.		 
			Recette pour 10 personnes.
Déposer les feuilles des branches de menthe dans un saladier. Verser le jus des citrons pressés, le sucre et le rhum. Ecraser le tout au pilon (sans broyer les feuilles de menthe).
Servir à la louche, ajouter quelques glaçons dans le verre et complétez  d'eau gazeuse fraîche.		 
			Servir dans un verre de type """".		",NA
"424","punchs-et-sangrias","mojito-punch"," Eau gazeuse","
			Réalisez la recette ""Mojito Punch"" dans un grand récipient.		 
			Recette pour 10 personnes.
Déposer les feuilles des branches de menthe dans un saladier. Verser le jus des citrons pressés, le sucre et le rhum. Ecraser le tout au pilon (sans broyer les feuilles de menthe).
Servir à la louche, ajouter quelques glaçons dans le verre et complétez  d'eau gazeuse fraîche.		 
			Servir dans un verre de type """".		",NA
"425","punchs-et-sangrias","framboisine","2 bouteilles de vin mousseux","
			Réalisez la recette ""Framboisine"" directement dans le verre.		 
			Faites congeler les framboises. Mettre dans un récipient le vin, le sirop de sucre de canne, le cointreau et enfin les framboises congelées. Attendre 1h avant de servir à la louche.		 
			Servir dans un verre de type ""bocal"".		","https://assets.afcdn.com/recipe/20190110/85805_w512h384c1cx1026cy1942.jpg"
"426","punchs-et-sangrias","framboisine","25 cl de sirop de sucre de canne","
			Réalisez la recette ""Framboisine"" directement dans le verre.		 
			Faites congeler les framboises. Mettre dans un récipient le vin, le sirop de sucre de canne, le cointreau et enfin les framboises congelées. Attendre 1h avant de servir à la louche.		 
			Servir dans un verre de type ""bocal"".		","https://assets.afcdn.com/recipe/20190110/85805_w512h384c1cx1026cy1942.jpg"
"427","punchs-et-sangrias","framboisine","20 cl de triple sec (cointreau, grand marnier)","
			Réalisez la recette ""Framboisine"" directement dans le verre.		 
			Faites congeler les framboises. Mettre dans un récipient le vin, le sirop de sucre de canne, le cointreau et enfin les framboises congelées. Attendre 1h avant de servir à la louche.		 
			Servir dans un verre de type ""bocal"".		","https://assets.afcdn.com/recipe/20190110/85805_w512h384c1cx1026cy1942.jpg"
"428","punchs-et-sangrias","framboisine","750 g de framboises","
			Réalisez la recette ""Framboisine"" directement dans le verre.		 
			Faites congeler les framboises. Mettre dans un récipient le vin, le sirop de sucre de canne, le cointreau et enfin les framboises congelées. Attendre 1h avant de servir à la louche.		 
			Servir dans un verre de type ""bocal"".		","https://assets.afcdn.com/recipe/20190110/85805_w512h384c1cx1026cy1942.jpg"
"429","cocktails-au-rhum","rhum-punch","50 cl de ginger ale (canada dry)","
			Réalisez la recette ""Rhum punch"" directement dans le verre.		 
			Dans un saladier, mélanger le jus d'Ananas et le sucre. Ajouter les jus d'Orange et de Citron. Verser le rhum. Mélanger à la cuillère. Placer au centre du saladier un grand morceau de glace. Au moment de servir, ajouter le ginger ale. Agrémenter d'Ananas, de Cerises, d'Orange, de Fraises et d'autres fruits de saison.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Un petit parasol afin de garder le cocktail au frais.		","https://assets.afcdn.com/recipe/20190703/94627_w30h30c1cx1700cy1700.jpg"
"430","cocktails-au-rhum","rhum-punch","3 citrons","
			Réalisez la recette ""Rhum punch"" directement dans le verre.		 
			Dans un saladier, mélanger le jus d'Ananas et le sucre. Ajouter les jus d'Orange et de Citron. Verser le rhum. Mélanger à la cuillère. Placer au centre du saladier un grand morceau de glace. Au moment de servir, ajouter le ginger ale. Agrémenter d'Ananas, de Cerises, d'Orange, de Fraises et d'autres fruits de saison.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Un petit parasol afin de garder le cocktail au frais.		","https://assets.afcdn.com/recipe/20190703/94627_w30h30c1cx1700cy1700.jpg"
"431","cocktails-au-rhum","rhum-punch","3 oranges","
			Réalisez la recette ""Rhum punch"" directement dans le verre.		 
			Dans un saladier, mélanger le jus d'Ananas et le sucre. Ajouter les jus d'Orange et de Citron. Verser le rhum. Mélanger à la cuillère. Placer au centre du saladier un grand morceau de glace. Au moment de servir, ajouter le ginger ale. Agrémenter d'Ananas, de Cerises, d'Orange, de Fraises et d'autres fruits de saison.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Un petit parasol afin de garder le cocktail au frais.		","https://assets.afcdn.com/recipe/20190703/94627_w30h30c1cx1700cy1700.jpg"
"432","cocktails-au-rhum","rhum-punch","50 cl de jus d'ananas","
			Réalisez la recette ""Rhum punch"" directement dans le verre.		 
			Dans un saladier, mélanger le jus d'Ananas et le sucre. Ajouter les jus d'Orange et de Citron. Verser le rhum. Mélanger à la cuillère. Placer au centre du saladier un grand morceau de glace. Au moment de servir, ajouter le ginger ale. Agrémenter d'Ananas, de Cerises, d'Orange, de Fraises et d'autres fruits de saison.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Un petit parasol afin de garder le cocktail au frais.		","https://assets.afcdn.com/recipe/20190703/94627_w30h30c1cx1700cy1700.jpg"
"433","cocktails-au-rhum","rhum-punch","1/2 bouteille de rhum ambré","
			Réalisez la recette ""Rhum punch"" directement dans le verre.		 
			Dans un saladier, mélanger le jus d'Ananas et le sucre. Ajouter les jus d'Orange et de Citron. Verser le rhum. Mélanger à la cuillère. Placer au centre du saladier un grand morceau de glace. Au moment de servir, ajouter le ginger ale. Agrémenter d'Ananas, de Cerises, d'Orange, de Fraises et d'autres fruits de saison.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Un petit parasol afin de garder le cocktail au frais.		","https://assets.afcdn.com/recipe/20190703/94627_w30h30c1cx1700cy1700.jpg"
"434","cocktails-au-rhum","rhum-punch","250 g de sucre","
			Réalisez la recette ""Rhum punch"" directement dans le verre.		 
			Dans un saladier, mélanger le jus d'Ananas et le sucre. Ajouter les jus d'Orange et de Citron. Verser le rhum. Mélanger à la cuillère. Placer au centre du saladier un grand morceau de glace. Au moment de servir, ajouter le ginger ale. Agrémenter d'Ananas, de Cerises, d'Orange, de Fraises et d'autres fruits de saison.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Un petit parasol afin de garder le cocktail au frais.		","https://assets.afcdn.com/recipe/20190703/94627_w30h30c1cx1700cy1700.jpg"
"435","cocktails-au-rhum","ponche-caribenu","7 cl de jus d'oranges","
			Réalisez la recette ""Ponche caribenu"" au shaker.		 
			Frapper au shaker avec des glaçons. Servir dans un verre à cocktail.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Saupoudrer de canelle.		","https://assets.afcdn.com/recipe/20190225/88321_w512h384c1cx258cy112.jpg"
"436","cocktails-au-rhum","ponche-caribenu","3 cl de rhum blanc","
			Réalisez la recette ""Ponche caribenu"" au shaker.		 
			Frapper au shaker avec des glaçons. Servir dans un verre à cocktail.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Saupoudrer de canelle.		","https://assets.afcdn.com/recipe/20190225/88321_w512h384c1cx258cy112.jpg"
"437","cocktails-au-rhum","ponche-caribenu","1 cl de jus de citrons","
			Réalisez la recette ""Ponche caribenu"" au shaker.		 
			Frapper au shaker avec des glaçons. Servir dans un verre à cocktail.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Saupoudrer de canelle.		","https://assets.afcdn.com/recipe/20190225/88321_w512h384c1cx258cy112.jpg"
"438","punchs-et-sangrias","jacqueline","7 cl de vin blanc","
			Réalisez la recette ""Jacqueline"" directement dans le verre.		 
			Verser le sirop de grenadine, le vin et la limonade. Placer quelques glaçons et remuer légèrement.		 
			Servir dans un verre de type ""tumbler"".		",NA
"439","punchs-et-sangrias","jacqueline","2 cl de limonade (soda, sprite, 7up)","
			Réalisez la recette ""Jacqueline"" directement dans le verre.		 
			Verser le sirop de grenadine, le vin et la limonade. Placer quelques glaçons et remuer légèrement.		 
			Servir dans un verre de type ""tumbler"".		",NA
"440","punchs-et-sangrias","jacqueline","1 cl de sirop de grenadine","
			Réalisez la recette ""Jacqueline"" directement dans le verre.		 
			Verser le sirop de grenadine, le vin et la limonade. Placer quelques glaçons et remuer légèrement.		 
			Servir dans un verre de type ""tumbler"".		",NA
"441","punchs-et-sangrias","planter-s-punch","6 cl de rhum brun","
			Réalisez la recette ""Planter's Punch"" au shaker.		 
			Frapper les ingrédients au shaker avec de la glace. Versez en filtrant dans un verre contenant quelques glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer avec une tranche d'orange et une cerise.		","https://assets.afcdn.com/recipe/20180705/80347_w512h384c1cx1549cy1664.jpg"
"442","punchs-et-sangrias","planter-s-punch","2 cl de jus de citrons","
			Réalisez la recette ""Planter's Punch"" au shaker.		 
			Frapper les ingrédients au shaker avec de la glace. Versez en filtrant dans un verre contenant quelques glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer avec une tranche d'orange et une cerise.		","https://assets.afcdn.com/recipe/20180705/80347_w512h384c1cx1549cy1664.jpg"
"443","punchs-et-sangrias","planter-s-punch","2 cl de jus d'oranges","
			Réalisez la recette ""Planter's Punch"" au shaker.		 
			Frapper les ingrédients au shaker avec de la glace. Versez en filtrant dans un verre contenant quelques glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer avec une tranche d'orange et une cerise.		","https://assets.afcdn.com/recipe/20180705/80347_w512h384c1cx1549cy1664.jpg"
"444","punchs-et-sangrias","planter-s-punch","1 cl de sirop de grenadine","
			Réalisez la recette ""Planter's Punch"" au shaker.		 
			Frapper les ingrédients au shaker avec de la glace. Versez en filtrant dans un verre contenant quelques glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer avec une tranche d'orange et une cerise.		","https://assets.afcdn.com/recipe/20180705/80347_w512h384c1cx1549cy1664.jpg"
"445","cocktails-sans-alcool","punch-sans-alcool","2 cl de sirop caribbean (saveur rhum)","
			Réalisez la recette ""Punch Sans Alcool"" directement dans le verre.		 
			Verser les ingrédients directement dans le verre contenant des glaçons. Mélangez, c'est prêt !.		 
			Servir dans un verre de type ""tumbler"".		 
			Une rondelle de citron vert et un zeste d'orange.		",NA
"446","cocktails-sans-alcool","punch-sans-alcool","3 cl de jus de goyaves","
			Réalisez la recette ""Punch Sans Alcool"" directement dans le verre.		 
			Verser les ingrédients directement dans le verre contenant des glaçons. Mélangez, c'est prêt !.		 
			Servir dans un verre de type ""tumbler"".		 
			Une rondelle de citron vert et un zeste d'orange.		",NA
"447","cocktails-sans-alcool","punch-sans-alcool","3 cl de jus d'oranges","
			Réalisez la recette ""Punch Sans Alcool"" directement dans le verre.		 
			Verser les ingrédients directement dans le verre contenant des glaçons. Mélangez, c'est prêt !.		 
			Servir dans un verre de type ""tumbler"".		 
			Une rondelle de citron vert et un zeste d'orange.		",NA
"448","cocktails-sans-alcool","punch-sans-alcool","3 cl de jus d'ananas","
			Réalisez la recette ""Punch Sans Alcool"" directement dans le verre.		 
			Verser les ingrédients directement dans le verre contenant des glaçons. Mélangez, c'est prêt !.		 
			Servir dans un verre de type ""tumbler"".		 
			Une rondelle de citron vert et un zeste d'orange.		",NA
"449","cocktails-sans-alcool","punch-sans-alcool","1 cl de sirop d'épices (spicy)","
			Réalisez la recette ""Punch Sans Alcool"" directement dans le verre.		 
			Verser les ingrédients directement dans le verre contenant des glaçons. Mélangez, c'est prêt !.		 
			Servir dans un verre de type ""tumbler"".		 
			Une rondelle de citron vert et un zeste d'orange.		",NA
"450","cocktails-au-rhum","planteur-antillais","1.5 cl de sirop de grenadine","
			Réalisez la recette ""Planteur antillais"" directement dans le verre.		 
			Versez les ingrédients directement dans le verre contenant des glaçons. Mélangez et dégustez.		 
			Servir dans un verre de type ""tumbler"".		 
			 Saupoudrer de cannelle ou/et de noix de muscade râpée. .		",NA
"451","cocktails-au-rhum","planteur-antillais","4 cl de rhum blanc","
			Réalisez la recette ""Planteur antillais"" directement dans le verre.		 
			Versez les ingrédients directement dans le verre contenant des glaçons. Mélangez et dégustez.		 
			Servir dans un verre de type ""tumbler"".		 
			 Saupoudrer de cannelle ou/et de noix de muscade râpée. .		",NA
